year,scenario,region,elev_low,elev_high,value
1997,historical,AMU_DARYA,2000.0,3000.0,72.75368267273583
1998,historical,AMU_DARYA,2000.0,3000.0,58.897658234682304
1999,historical,AMU_DARYA,2000.0,3000.0,56.424678138016894
2000,historical,AMU_DARYA,2000.0,3000.0,68.79647741761478
2001,historical,AMU_DARYA,2000.0,3000.0,90.88697065759898
2002,historical,AMU_DARYA,2000.0,3000.0,67.08947254843845
2003,historical,AMU_DARYA,2000.0,3000.0,61.21684984755435
2004,historical,AMU_DARYA,2000.0,3000.0,51.405362796991916
2005,historical,AMU_DARYA,2000.0,3000.0,77.19788865031992
2006,historical,AMU_DARYA,2000.0,3000.0,120.75751450993825
2007,historical,AMU_DARYA,2000.0,3000.0,97.39425051259505
2008,historical,AMU_DARYA,2000.0,3000.0,80.02001654168934
2009,historical,AMU_DARYA,2000.0,3000.0,53.56883989350281
2010,historical,AMU_DARYA,2000.0,3000.0,72.52303401487855
2011,historical,AMU_DARYA,2000.0,3000.0,73.50968368823402
2012,historical,AMU_DARYA,2000.0,3000.0,71.5195714295774
2013,historical,AMU_DARYA,2000.0,3000.0,74.49344037213906
2014,historical,AMU_DARYA,2000.0,3000.0,70.2301422424528
1981,historical,AMU_DARYA,3000.0,4000.0,137.3666910237758
1982,historical,AMU_DARYA,3000.0,4000.0,161.71473047848798
1983,historical,AMU_DARYA,3000.0,4000.0,111.26008802676809
1984,historical,AMU_DARYA,3000.0,4000.0,167.29752878512593
1985,historical,AMU_DARYA,3000.0,4000.0,134.55014343038837
1986,historical,AMU_DARYA,3000.0,4000.0,158.0102039321272
1987,historical,AMU_DARYA,3000.0,4000.0,139.63550607910975
1988,historical,AMU_DARYA,3000.0,4000.0,165.22210655762592
1989,historical,AMU_DARYA,3000.0,4000.0,128.2628082243083
1990,historical,AMU_DARYA,3000.0,4000.0,100.56025403596757
1991,historical,AMU_DARYA,3000.0,4000.0,125.12481785692349
1992,historical,AMU_DARYA,3000.0,4000.0,129.34094028731897
1993,historical,AMU_DARYA,3000.0,4000.0,129.38553216448432
1994,historical,AMU_DARYA,3000.0,4000.0,142.37709541702606
1995,historical,AMU_DARYA,3000.0,4000.0,115.57611490437995
1996,historical,AMU_DARYA,3000.0,4000.0,122.88783229998364
1997,historical,AMU_DARYA,3000.0,4000.0,123.83627805925354
1998,historical,AMU_DARYA,3000.0,4000.0,123.65417993147612
1999,historical,AMU_DARYA,3000.0,4000.0,112.30895937684183
2000,historical,AMU_DARYA,3000.0,4000.0,114.77978501903426
2001,historical,AMU_DARYA,3000.0,4000.0,176.40312080496093
2002,historical,AMU_DARYA,3000.0,4000.0,131.0657060688202
2003,historical,AMU_DARYA,3000.0,4000.0,116.1420225804883
2004,historical,AMU_DARYA,3000.0,4000.0,94.02586506758482
2005,historical,AMU_DARYA,3000.0,4000.0,103.59388108943236
2006,historical,AMU_DARYA,3000.0,4000.0,167.0125441803887
2007,historical,AMU_DARYA,3000.0,4000.0,155.17488760344796
2008,historical,AMU_DARYA,3000.0,4000.0,117.84528812268692
2009,historical,AMU_DARYA,3000.0,4000.0,113.25482898683869
2010,historical,AMU_DARYA,3000.0,4000.0,134.37672961805487
2011,historical,AMU_DARYA,3000.0,4000.0,124.18176305836766
2012,historical,AMU_DARYA,3000.0,4000.0,145.88257165770122
2013,historical,AMU_DARYA,3000.0,4000.0,128.0499821432626
2014,historical,AMU_DARYA,3000.0,4000.0,132.2762217817
1981,historical,AMU_DARYA,4000.0,5000.0,69.1732332402008
1982,historical,AMU_DARYA,4000.0,5000.0,154.22364627033664
1983,historical,AMU_DARYA,4000.0,5000.0,78.4133618771192
1984,historical,AMU_DARYA,4000.0,5000.0,129.9907292862308
1985,historical,AMU_DARYA,4000.0,5000.0,63.078987451512226
1986,historical,AMU_DARYA,4000.0,5000.0,95.91313494642598
1987,historical,AMU_DARYA,4000.0,5000.0,94.1035201519057
1988,historical,AMU_DARYA,4000.0,5000.0,108.13390951938253
1989,historical,AMU_DARYA,4000.0,5000.0,65.09356023328351
1990,historical,AMU_DARYA,4000.0,5000.0,46.83389426827616
1991,historical,AMU_DARYA,4000.0,5000.0,75.6139285718159
1992,historical,AMU_DARYA,4000.0,5000.0,72.27167295893506
1993,historical,AMU_DARYA,4000.0,5000.0,99.59797480537124
1994,historical,AMU_DARYA,4000.0,5000.0,86.35245965007444
1995,historical,AMU_DARYA,4000.0,5000.0,69.1325895076633
1996,historical,AMU_DARYA,4000.0,5000.0,86.36731623654158
1997,historical,AMU_DARYA,4000.0,5000.0,67.2327329933542
1998,historical,AMU_DARYA,4000.0,5000.0,80.15565700257723
1999,historical,AMU_DARYA,4000.0,5000.0,61.48124892445414
2000,historical,AMU_DARYA,4000.0,5000.0,66.26438818914679
2001,historical,AMU_DARYA,4000.0,5000.0,151.48540687562775
2002,historical,AMU_DARYA,4000.0,5000.0,105.04380989556485
2003,historical,AMU_DARYA,4000.0,5000.0,67.13209436592982
2004,historical,AMU_DARYA,4000.0,5000.0,46.11843995022454
2005,historical,AMU_DARYA,4000.0,5000.0,46.489443097789255
2006,historical,AMU_DARYA,4000.0,5000.0,96.72813258646401
2007,historical,AMU_DARYA,4000.0,5000.0,99.86101101315624
2008,historical,AMU_DARYA,4000.0,5000.0,56.74593085538052
2009,historical,AMU_DARYA,4000.0,5000.0,69.61704195849725
2010,historical,AMU_DARYA,4000.0,5000.0,76.55622064288619
2011,historical,AMU_DARYA,4000.0,5000.0,68.44121868438887
2012,historical,AMU_DARYA,4000.0,5000.0,110.18654568565476
2013,historical,AMU_DARYA,4000.0,5000.0,74.30438492336903
2014,historical,AMU_DARYA,4000.0,5000.0,91.92038701749624
1981,historical,AMU_DARYA,5000.0,6000.0,69.06000136986299
1982,historical,AMU_DARYA,5000.0,6000.0,212.8909479452055
1983,historical,AMU_DARYA,5000.0,6000.0,137.48344657534238
1984,historical,AMU_DARYA,5000.0,6000.0,156.29068715846986
1985,historical,AMU_DARYA,5000.0,6000.0,71.11641643835614
1986,historical,AMU_DARYA,5000.0,6000.0,106.68694657534243
1987,historical,AMU_DARYA,5000.0,6000.0,108.58771095890414
1988,historical,AMU_DARYA,5000.0,6000.0,120.02057513661198
1989,historical,AMU_DARYA,5000.0,6000.0,74.8537123287671
1990,historical,AMU_DARYA,5000.0,6000.0,51.78643561643838
1991,historical,AMU_DARYA,5000.0,6000.0,82.97494931506847
1992,historical,AMU_DARYA,5000.0,6000.0,79.42120355191261
1993,historical,AMU_DARYA,5000.0,6000.0,129.6949424657534
1994,historical,AMU_DARYA,5000.0,6000.0,96.24391643835622
1995,historical,AMU_DARYA,5000.0,6000.0,79.18116712328765
1996,historical,AMU_DARYA,5000.0,6000.0,79.92036475409833
1997,historical,AMU_DARYA,5000.0,6000.0,80.62127534246574
1998,historical,AMU_DARYA,5000.0,6000.0,103.35754109589035
1999,historical,AMU_DARYA,5000.0,6000.0,68.34133835616439
2000,historical,AMU_DARYA,5000.0,6000.0,75.5584549180328
2001,historical,AMU_DARYA,5000.0,6000.0,199.69772739726014
2002,historical,AMU_DARYA,5000.0,6000.0,125.62314246575352
2003,historical,AMU_DARYA,5000.0,6000.0,87.70589726027397
2004,historical,AMU_DARYA,5000.0,6000.0,85.32912978142076
2005,historical,AMU_DARYA,5000.0,6000.0,53.68500547945204
2006,historical,AMU_DARYA,5000.0,6000.0,108.08282876712335
2007,historical,AMU_DARYA,5000.0,6000.0,110.32702328767117
2008,historical,AMU_DARYA,5000.0,6000.0,55.82140846994533
2009,historical,AMU_DARYA,5000.0,6000.0,84.15316986301374
2010,historical,AMU_DARYA,5000.0,6000.0,102.1093931506849
2011,historical,AMU_DARYA,5000.0,6000.0,83.42995205479458
2012,historical,AMU_DARYA,5000.0,6000.0,123.77932650273213
2013,historical,AMU_DARYA,5000.0,6000.0,82.07064657534247
2014,historical,AMU_DARYA,5000.0,6000.0,112.44157397260278
1981,historical,CHU_TALAS,0.0,1000.0,0.03739452054794521
1982,historical,CHU_TALAS,0.0,1000.0,0.6790328767123287
1983,historical,CHU_TALAS,0.0,1000.0,1.8416191780821916
1984,historical,CHU_TALAS,0.0,1000.0,0.08096448087431694
1985,historical,CHU_TALAS,0.0,1000.0,0.4559616438356163
1986,historical,CHU_TALAS,0.0,1000.0,0.06115068493150685
1987,historical,CHU_TALAS,0.0,1000.0,0.1216794520547945
1988,historical,CHU_TALAS,0.0,1000.0,0.07031967213114755
1989,historical,CHU_TALAS,0.0,1000.0,12.102704109589045
1990,historical,CHU_TALAS,0.0,1000.0,0.03682191780821917
1991,historical,CHU_TALAS,0.0,1000.0,0.03418630136986302
1992,historical,CHU_TALAS,0.0,1000.0,0.09823497267759564
1993,historical,CHU_TALAS,0.0,1000.0,0.06425205479452055
1994,historical,CHU_TALAS,0.0,1000.0,0.10733424657534245
1995,historical,CHU_TALAS,0.0,1000.0,0.0256054794520548
1996,historical,CHU_TALAS,0.0,1000.0,0.04570218579234974
1997,historical,CHU_TALAS,0.0,1000.0,0.048295890410958914
1998,historical,CHU_TALAS,0.0,1000.0,0.031849315068493145
1999,historical,CHU_TALAS,0.0,1000.0,0.08333424657534244
2000,historical,CHU_TALAS,0.0,1000.0,0.02932513661202186
2001,historical,CHU_TALAS,0.0,1000.0,0.3207616438356165
2002,historical,CHU_TALAS,0.0,1000.0,0.0889068493150685
2003,historical,CHU_TALAS,0.0,1000.0,0.026161643835616435
2004,historical,CHU_TALAS,0.0,1000.0,0.18933333333333324
2005,historical,CHU_TALAS,0.0,1000.0,0.06061643835616437
2006,historical,CHU_TALAS,0.0,1000.0,0.04932876712328766
2007,historical,CHU_TALAS,0.0,1000.0,0.11192876712328766
2008,historical,CHU_TALAS,0.0,1000.0,2.756494535519125
2009,historical,CHU_TALAS,0.0,1000.0,0.11558082191780822
2010,historical,CHU_TALAS,0.0,1000.0,5.004279452054794
2011,historical,CHU_TALAS,0.0,1000.0,0.018758904109589043
2012,historical,CHU_TALAS,0.0,1000.0,0.032210382513661207
2013,historical,CHU_TALAS,0.0,1000.0,0.019624657534246574
2014,historical,CHU_TALAS,0.0,1000.0,0.036599999999999994
1981,historical,CHU_TALAS,1000.0,2000.0,4.417636529680366
1982,historical,CHU_TALAS,1000.0,2000.0,45.858972146118724
1983,historical,CHU_TALAS,1000.0,2000.0,28.273477168949757
1984,historical,CHU_TALAS,1000.0,2000.0,38.050793715847
1985,historical,CHU_TALAS,1000.0,2000.0,45.59251324200915
1986,historical,CHU_TALAS,1000.0,2000.0,14.210119634703199
1987,historical,CHU_TALAS,1000.0,2000.0,60.5966593607306
1988,historical,CHU_TALAS,1000.0,2000.0,55.67331785063752
1989,historical,CHU_TALAS,1000.0,2000.0,62.59440273972603
1990,historical,CHU_TALAS,1000.0,2000.0,2.9484438356164375
1991,historical,CHU_TALAS,1000.0,2000.0,14.008784474885845
1992,historical,CHU_TALAS,1000.0,2000.0,16.183033697632055
1993,historical,CHU_TALAS,1000.0,2000.0,9.630658447488583
1994,historical,CHU_TALAS,1000.0,2000.0,54.41741689497716
1995,historical,CHU_TALAS,1000.0,2000.0,23.942021917808216
1996,historical,CHU_TALAS,1000.0,2000.0,28.270903005464486
1997,historical,CHU_TALAS,1000.0,2000.0,23.473879452054806
1998,historical,CHU_TALAS,1000.0,2000.0,2.821304566210047
1999,historical,CHU_TALAS,1000.0,2000.0,24.140950228310516
2000,historical,CHU_TALAS,1000.0,2000.0,27.621933060109296
2001,historical,CHU_TALAS,1000.0,2000.0,22.94822420091324
2002,historical,CHU_TALAS,1000.0,2000.0,12.346238812785392
2003,historical,CHU_TALAS,1000.0,2000.0,11.600898173515981
2004,historical,CHU_TALAS,1000.0,2000.0,31.351797814207668
2005,historical,CHU_TALAS,1000.0,2000.0,32.910781735159816
2006,historical,CHU_TALAS,1000.0,2000.0,50.37819086757991
2007,historical,CHU_TALAS,1000.0,2000.0,23.312414155251133
2008,historical,CHU_TALAS,1000.0,2000.0,35.66795719489982
2009,historical,CHU_TALAS,1000.0,2000.0,28.74694063926941
2010,historical,CHU_TALAS,1000.0,2000.0,21.00587031963471
2011,historical,CHU_TALAS,1000.0,2000.0,22.262542465753427
2012,historical,CHU_TALAS,1000.0,2000.0,18.01472222222222
2013,historical,CHU_TALAS,1000.0,2000.0,14.054469863013702
